fips,jurisdiction,state,postal,eavs_reg,eavs_exact_jname,nd_reg,nh_reg,ak_reg,mi_reg,total_reg
0100100000,AUTAUGA COUNTY,ALABAMA,AL,43695,AUTAUGA COUNTY,NA,NA,NA,NA,43695
0100300000,BALDWIN COUNTY,ALABAMA,AL,176668,BALDWIN COUNTY,NA,NA,NA,NA,176668
0100500000,BARBOUR COUNTY,ALABAMA,AL,17850,BARBOUR COUNTY,NA,NA,NA,NA,17850
0100700000,BIBB COUNTY,ALABAMA,AL,15014,BIBB COUNTY,NA,NA,NA,NA,15014
0100900000,BLOUNT COUNTY,ALABAMA,AL,41927,BLOUNT COUNTY,NA,NA,NA,NA,41927
0101100000,BULLOCK COUNTY,ALABAMA,AL,7457,BULLOCK COUNTY,NA,NA,NA,NA,7457
0101300000,BUTLER COUNTY,ALABAMA,AL,14646,BUTLER COUNTY,NA,NA,NA,NA,14646
0101500000,CALHOUN COUNTY,ALABAMA,AL,81674,CALHOUN COUNTY,NA,NA,NA,NA,81674
0101700000,CHAMBERS COUNTY,ALABAMA,AL,26077,CHAMBERS COUNTY,NA,NA,NA,NA,26077
0101900000,CHEROKEE COUNTY,ALABAMA,AL,19469,CHEROKEE COUNTY,NA,NA,NA,NA,19469
0102100000,CHILTON COUNTY,ALABAMA,AL,29873,CHILTON COUNTY,NA,NA,NA,NA,29873
0102300000,CHOCTAW COUNTY,ALABAMA,AL,11033,CHOCTAW COUNTY,NA,NA,NA,NA,11033
0102500000,CLARKE COUNTY,ALABAMA,AL,19676,CLARKE COUNTY,NA,NA,NA,NA,19676
0102700000,CLAY COUNTY,ALABAMA,AL,10468,CLAY COUNTY,NA,NA,NA,NA,10468
0102900000,CLEBURNE COUNTY,ALABAMA,AL,11516,CLEBURNE COUNTY,NA,NA,NA,NA,11516
0103100000,COFFEE COUNTY,ALABAMA,AL,37163,COFFEE COUNTY,NA,NA,NA,NA,37163
0103300000,COLBERT COUNTY,ALABAMA,AL,43748,COLBERT COUNTY,NA,NA,NA,NA,43748
0103500000,CONECUH COUNTY,ALABAMA,AL,10413,CONECUH COUNTY,NA,NA,NA,NA,10413
0103700000,COOSA COUNTY,ALABAMA,AL,8403,COOSA COUNTY,NA,NA,NA,NA,8403
0103900000,COVINGTON COUNTY,ALABAMA,AL,28338,COVINGTON COUNTY,NA,NA,NA,NA,28338
0104100000,CRENSHAW COUNTY,ALABAMA,AL,10619,CRENSHAW COUNTY,NA,NA,NA,NA,10619
0104300000,CULLMAN COUNTY,ALABAMA,AL,62707,CULLMAN COUNTY,NA,NA,NA,NA,62707
0104500000,DALE COUNTY,ALABAMA,AL,35835,DALE COUNTY,NA,NA,NA,NA,35835
0104700000,DALLAS COUNTY,ALABAMA,AL,31849,DALLAS COUNTY,NA,NA,NA,NA,31849
0104900000,DEKALB COUNTY,ALABAMA,AL,45221,DEKALB COUNTY,NA,NA,NA,NA,45221
0105100000,ELMORE COUNTY,ALABAMA,AL,60857,ELMORE COUNTY,NA,NA,NA,NA,60857
0105300000,ESCAMBIA COUNTY,ALABAMA,AL,27240,ESCAMBIA COUNTY,NA,NA,NA,NA,27240
0105500000,ETOWAH COUNTY,ALABAMA,AL,76054,ETOWAH COUNTY,NA,NA,NA,NA,76054
0105700000,FAYETTE COUNTY,ALABAMA,AL,13043,FAYETTE COUNTY,NA,NA,NA,NA,13043
0105900000,FRANKLIN COUNTY,ALABAMA,AL,19744,FRANKLIN COUNTY,NA,NA,NA,NA,19744
0106100000,GENEVA COUNTY,ALABAMA,AL,20112,GENEVA COUNTY,NA,NA,NA,NA,20112
0106300000,GREENE COUNTY,ALABAMA,AL,7045,GREENE COUNTY,NA,NA,NA,NA,7045
0106500000,HALE COUNTY,ALABAMA,AL,12561,HALE COUNTY,NA,NA,NA,NA,12561
0106700000,HENRY COUNTY,ALABAMA,AL,14070,HENRY COUNTY,NA,NA,NA,NA,14070
0106900000,HOUSTON COUNTY,ALABAMA,AL,80366,HOUSTON COUNTY,NA,NA,NA,NA,80366
0107100000,JACKSON COUNTY,ALABAMA,AL,39655,JACKSON COUNTY,NA,NA,NA,NA,39655
0107300000,JEFFERSON COUNTY,ALABAMA,AL,505586,JEFFERSON COUNTY,NA,NA,NA,NA,505586
0107500000,LAMAR COUNTY,ALABAMA,AL,11213,LAMAR COUNTY,NA,NA,NA,NA,11213
0107700000,LAUDERDALE COUNTY,ALABAMA,AL,68218,LAUDERDALE COUNTY,NA,NA,NA,NA,68218
0107900000,LAWRENCE COUNTY,ALABAMA,AL,25471,LAWRENCE COUNTY,NA,NA,NA,NA,25471
0108100000,LEE COUNTY,ALABAMA,AL,124082,LEE COUNTY,NA,NA,NA,NA,124082
0108300000,LIMESTONE COUNTY,ALABAMA,AL,71614,LIMESTONE COUNTY,NA,NA,NA,NA,71614
0108500000,LOWNDES COUNTY,ALABAMA,AL,10361,LOWNDES COUNTY,NA,NA,NA,NA,10361
0108700000,MACON COUNTY,ALABAMA,AL,17990,MACON COUNTY,NA,NA,NA,NA,17990
0108900000,MADISON COUNTY,ALABAMA,AL,303191,MADISON COUNTY,NA,NA,NA,NA,303191
0109100000,MARENGO COUNTY,ALABAMA,AL,16366,MARENGO COUNTY,NA,NA,NA,NA,16366
0109300000,MARION COUNTY,ALABAMA,AL,22074,MARION COUNTY,NA,NA,NA,NA,22074
0109500000,MARSHALL COUNTY,ALABAMA,AL,64249,MARSHALL COUNTY,NA,NA,NA,NA,64249
0109700000,MOBILE COUNTY,ALABAMA,AL,315446,MOBILE COUNTY,NA,NA,NA,NA,315446
0109900000,MONROE COUNTY,ALABAMA,AL,16916,MONROE COUNTY,NA,NA,NA,NA,16916
0110100000,MONTGOMERY COUNTY,ALABAMA,AL,165578,MONTGOMERY COUNTY,NA,NA,NA,NA,165578
0110300000,MORGAN COUNTY,ALABAMA,AL,85651,MORGAN COUNTY,NA,NA,NA,NA,85651
0110500000,PERRY COUNTY,ALABAMA,AL,8206,PERRY COUNTY,NA,NA,NA,NA,8206
0110700000,PICKENS COUNTY,ALABAMA,AL,14424,PICKENS COUNTY,NA,NA,NA,NA,14424
0110900000,PIKE COUNTY,ALABAMA,AL,23664,PIKE COUNTY,NA,NA,NA,NA,23664
0111100000,RANDOLPH COUNTY,ALABAMA,AL,18406,RANDOLPH COUNTY,NA,NA,NA,NA,18406
0111300000,RUSSELL COUNTY,ALABAMA,AL,42721,RUSSELL COUNTY,NA,NA,NA,NA,42721
0111500000,ST. CLAIR COUNTY,ALABAMA,AL,68132,ST. CLAIR COUNTY,NA,NA,NA,NA,68132
0111700000,SHELBY COUNTY,ALABAMA,AL,165412,SHELBY COUNTY,NA,NA,NA,NA,165412
0111900000,SUMTER COUNTY,ALABAMA,AL,10063,SUMTER COUNTY,NA,NA,NA,NA,10063
0112100000,TALLADEGA COUNTY,ALABAMA,AL,59072,TALLADEGA COUNTY,NA,NA,NA,NA,59072
0112300000,TALLAPOOSA COUNTY,ALABAMA,AL,32074,TALLAPOOSA COUNTY,NA,NA,NA,NA,32074
0112500000,TUSCALOOSA COUNTY,ALABAMA,AL,150175,TUSCALOOSA COUNTY,NA,NA,NA,NA,150175
0112700000,WALKER COUNTY,ALABAMA,AL,49226,WALKER COUNTY,NA,NA,NA,NA,49226
0112900000,WASHINGTON COUNTY,ALABAMA,AL,13784,WASHINGTON COUNTY,NA,NA,NA,NA,13784
0113100000,WILCOX COUNTY,ALABAMA,AL,9192,WILCOX COUNTY,NA,NA,NA,NA,9192
0113300000,WINSTON COUNTY,ALABAMA,AL,17155,WINSTON COUNTY,NA,NA,NA,NA,17155
0400100000,APACHE COUNTY,ARIZONA,AZ,55792,APACHE COUNTY,NA,NA,NA,NA,55792
0400300000,COCHISE COUNTY,ARIZONA,AZ,94283,COCHISE COUNTY,NA,NA,NA,NA,94283
0400500000,COCONINO COUNTY,ARIZONA,AZ,104736,COCONINO COUNTY,NA,NA,NA,NA,104736
0400700000,GILA COUNTY,ARIZONA,AZ,37806,GILA COUNTY,NA,NA,NA,NA,37806
0400900000,GRAHAM COUNTY,ARIZONA,AZ,22659,GRAHAM COUNTY,NA,NA,NA,NA,22659
0401100000,GREENLEE COUNTY,ARIZONA,AZ,5321,GREENLEE COUNTY,NA,NA,NA,NA,5321
0401200000,LA PAZ COUNTY,ARIZONA,AZ,13553,LA PAZ COUNTY,NA,NA,NA,NA,13553
0401300000,MARICOPA COUNTY,ARIZONA,AZ,2863040,MARICOPA COUNTY,NA,NA,NA,NA,2863040
0401500000,MOHAVE COUNTY,ARIZONA,AZ,155904,MOHAVE COUNTY,NA,NA,NA,NA,155904
0401700000,NAVAJO COUNTY,ARIZONA,AZ,81425,NAVAJO COUNTY,NA,NA,NA,NA,81425
0401900000,PIMA COUNTY,ARIZONA,AZ,689973,PIMA COUNTY,NA,NA,NA,NA,689973
0402100000,PINAL COUNTY,ARIZONA,AZ,263199,PINAL COUNTY,NA,NA,NA,NA,263199
0402300000,SANTA CRUZ COUNTY,ARIZONA,AZ,30935,SANTA CRUZ COUNTY,NA,NA,NA,NA,30935
0402500000,YAVAPAI COUNTY,ARIZONA,AZ,181031,YAVAPAI COUNTY,NA,NA,NA,NA,181031
0402700000,YUMA COUNTY,ARIZONA,AZ,128452,YUMA COUNTY,NA,NA,NA,NA,128452
0500100000,ARKANSAS COUNTY,ARKANSAS,AR,10300,ARKANSAS COUNTY,NA,NA,NA,NA,10300
0500300000,ASHLEY COUNTY,ARKANSAS,AR,11384,ASHLEY COUNTY,NA,NA,NA,NA,11384
0500500000,BAXTER COUNTY,ARKANSAS,AR,30115,BAXTER COUNTY,NA,NA,NA,NA,30115
0500700000,BENTON COUNTY,ARKANSAS,AR,170807,BENTON COUNTY,NA,NA,NA,NA,170807
0500900000,BOONE COUNTY,ARKANSAS,AR,25032,BOONE COUNTY,NA,NA,NA,NA,25032
0501100000,BRADLEY COUNTY,ARKANSAS,AR,5328,BRADLEY COUNTY,NA,NA,NA,NA,5328
0501300000,CALHOUN COUNTY,ARKANSAS,AR,3473,CALHOUN COUNTY,NA,NA,NA,NA,3473
0501500000,CARROLL COUNTY,ARKANSAS,AR,16958,CARROLL COUNTY,NA,NA,NA,NA,16958
0501700000,CHICOT COUNTY,ARKANSAS,AR,6259,CHICOT COUNTY,NA,NA,NA,NA,6259
0501900000,CLARK COUNTY,ARKANSAS,AR,12302,CLARK COUNTY,NA,NA,NA,NA,12302
0502100000,CLAY COUNTY,ARKANSAS,AR,8028,CLAY COUNTY,NA,NA,NA,NA,8028
0502300000,CLEBURNE COUNTY,ARKANSAS,AR,18023,CLEBURNE COUNTY,NA,NA,NA,NA,18023
0502500000,CLEVELAND COUNTY,ARKANSAS,AR,4627,CLEVELAND COUNTY,NA,NA,NA,NA,4627
0502700000,COLUMBIA COUNTY,ARKANSAS,AR,13163,COLUMBIA COUNTY,NA,NA,NA,NA,13163
0502900000,CONWAY COUNTY,ARKANSAS,AR,11739,CONWAY COUNTY,NA,NA,NA,NA,11739
0503100000,CRAIGHEAD COUNTY,ARKANSAS,AR,58028,CRAIGHEAD COUNTY,NA,NA,NA,NA,58028
0503300000,CRAWFORD COUNTY,ARKANSAS,AR,35524,CRAWFORD COUNTY,NA,NA,NA,NA,35524
0503500000,CRITTENDEN COUNTY,ARKANSAS,AR,31886,CRITTENDEN COUNTY,NA,NA,NA,NA,31886
0503700000,CROSS COUNTY,ARKANSAS,AR,10310,CROSS COUNTY,NA,NA,NA,NA,10310
0503900000,DALLAS COUNTY,ARKANSAS,AR,4541,DALLAS COUNTY,NA,NA,NA,NA,4541
0504100000,DESHA COUNTY,ARKANSAS,AR,7143,DESHA COUNTY,NA,NA,NA,NA,7143
0504300000,DREW COUNTY,ARKANSAS,AR,11608,DREW COUNTY,NA,NA,NA,NA,11608
0504500000,FAULKNER COUNTY,ARKANSAS,AR,77681,FAULKNER COUNTY,NA,NA,NA,NA,77681
0504700000,FRANKLIN COUNTY,ARKANSAS,AR,9749,FRANKLIN COUNTY,NA,NA,NA,NA,9749
0504900000,FULTON COUNTY,ARKANSAS,AR,7595,FULTON COUNTY,NA,NA,NA,NA,7595
0505100000,GARLAND COUNTY,ARKANSAS,AR,66198,GARLAND COUNTY,NA,NA,NA,NA,66198
0505300000,GRANT COUNTY,ARKANSAS,AR,12095,GRANT COUNTY,NA,NA,NA,NA,12095
0505500000,GREENE COUNTY,ARKANSAS,AR,22061,GREENE COUNTY,NA,NA,NA,NA,22061
0505700000,HEMPSTEAD COUNTY,ARKANSAS,AR,10291,HEMPSTEAD COUNTY,NA,NA,NA,NA,10291
0505900000,HOT SPRING COUNTY,ARKANSAS,AR,18209,HOT SPRING COUNTY,NA,NA,NA,NA,18209
0506100000,HOWARD COUNTY,ARKANSAS,AR,7359,HOWARD COUNTY,NA,NA,NA,NA,7359
0506300000,INDEPENDENCE COUNTY,ARKANSAS,AR,22010,INDEPENDENCE COUNTY,NA,NA,NA,NA,22010
0506500000,IZARD COUNTY,ARKANSAS,AR,9008,IZARD COUNTY,NA,NA,NA,NA,9008
0506700000,JACKSON COUNTY,ARKANSAS,AR,7908,JACKSON COUNTY,NA,NA,NA,NA,7908
0506900000,JEFFERSON COUNTY,ARKANSAS,AR,44193,JEFFERSON COUNTY,NA,NA,NA,NA,44193
0507100000,JOHNSON COUNTY,ARKANSAS,AR,16806,JOHNSON COUNTY,NA,NA,NA,NA,16806
0507300000,LAFAYETTE COUNTY,ARKANSAS,AR,4402,LAFAYETTE COUNTY,NA,NA,NA,NA,4402
0507500000,LAWRENCE COUNTY,ARKANSAS,AR,8502,LAWRENCE COUNTY,NA,NA,NA,NA,8502
0507700000,LEE COUNTY,ARKANSAS,AR,5035,LEE COUNTY,NA,NA,NA,NA,5035
0507900000,LINCOLN COUNTY,ARKANSAS,AR,6422,LINCOLN COUNTY,NA,NA,NA,NA,6422
0508100000,LITTLE RIVER COUNTY,ARKANSAS,AR,7201,LITTLE RIVER COUNTY,NA,NA,NA,NA,7201
0508300000,LOGAN COUNTY,ARKANSAS,AR,12214,LOGAN COUNTY,NA,NA,NA,NA,12214
0508500000,LONOKE COUNTY,ARKANSAS,AR,49741,LONOKE COUNTY,NA,NA,NA,NA,49741
0508700000,MADISON COUNTY,ARKANSAS,AR,10274,MADISON COUNTY,NA,NA,NA,NA,10274
0508900000,MARION COUNTY,ARKANSAS,AR,10723,MARION COUNTY,NA,NA,NA,NA,10723
0509100000,MILLER COUNTY,ARKANSAS,AR,24640,MILLER COUNTY,NA,NA,NA,NA,24640
0509300000,MISSISSIPPI COUNTY,ARKANSAS,AR,20601,MISSISSIPPI COUNTY,NA,NA,NA,NA,20601
0509500000,MONROE COUNTY,ARKANSAS,AR,4297,MONROE COUNTY,NA,NA,NA,NA,4297
0509700000,MONTGOMERY COUNTY,ARKANSAS,AR,5074,MONTGOMERY COUNTY,NA,NA,NA,NA,5074
0509900000,NEVADA COUNTY,ARKANSAS,AR,5834,NEVADA COUNTY,NA,NA,NA,NA,5834
0510100000,NEWTON COUNTY,ARKANSAS,AR,6628,NEWTON COUNTY,NA,NA,NA,NA,6628
0510300000,OUACHITA COUNTY,ARKANSAS,AR,15973,OUACHITA COUNTY,NA,NA,NA,NA,15973
0510500000,PERRY COUNTY,ARKANSAS,AR,6406,PERRY COUNTY,NA,NA,NA,NA,6406
0510700000,PHILLIPS COUNTY,ARKANSAS,AR,10673,PHILLIPS COUNTY,NA,NA,NA,NA,10673
0510900000,PIKE COUNTY,ARKANSAS,AR,5662,PIKE COUNTY,NA,NA,NA,NA,5662
0511100000,POINSETT COUNTY,ARKANSAS,AR,12357,POINSETT COUNTY,NA,NA,NA,NA,12357
0511300000,POLK COUNTY,ARKANSAS,AR,12130,POLK COUNTY,NA,NA,NA,NA,12130
0511500000,POPE COUNTY,ARKANSAS,AR,35220,POPE COUNTY,NA,NA,NA,NA,35220
0511700000,PRAIRIE COUNTY,ARKANSAS,AR,4981,PRAIRIE COUNTY,NA,NA,NA,NA,4981
0511900000,PULASKI COUNTY,ARKANSAS,AR,256192,PULASKI COUNTY,NA,NA,NA,NA,256192
0512100000,RANDOLPH COUNTY,ARKANSAS,AR,10623,RANDOLPH COUNTY,NA,NA,NA,NA,10623
0512300000,ST. FRANCIS COUNTY,ARKANSAS,AR,11609,ST. FRANCIS COUNTY,NA,NA,NA,NA,11609
0512500000,SALINE COUNTY,ARKANSAS,AR,78265,SALINE COUNTY,NA,NA,NA,NA,78265
0512700000,SCOTT COUNTY,ARKANSAS,AR,5169,SCOTT COUNTY,NA,NA,NA,NA,5169
0512900000,SEARCY COUNTY,ARKANSAS,AR,5220,SEARCY COUNTY,NA,NA,NA,NA,5220
0513100000,SEBASTIAN COUNTY,ARKANSAS,AR,73401,SEBASTIAN COUNTY,NA,NA,NA,NA,73401
0513300000,SEVIER COUNTY,ARKANSAS,AR,7466,SEVIER COUNTY,NA,NA,NA,NA,7466
0513500000,SHARP COUNTY,ARKANSAS,AR,11377,SHARP COUNTY,NA,NA,NA,NA,11377
0513700000,STONE COUNTY,ARKANSAS,AR,8870,STONE COUNTY,NA,NA,NA,NA,8870
0513900000,UNION COUNTY,ARKANSAS,AR,27974,UNION COUNTY,NA,NA,NA,NA,27974
0514100000,VAN BUREN COUNTY,ARKANSAS,AR,10751,VAN BUREN COUNTY,NA,NA,NA,NA,10751
0514300000,WASHINGTON COUNTY,ARKANSAS,AR,141842,WASHINGTON COUNTY,NA,NA,NA,NA,141842
0514500000,WHITE COUNTY,ARKANSAS,AR,44997,WHITE COUNTY,NA,NA,NA,NA,44997
0514700000,WOODRUFF COUNTY,ARKANSAS,AR,4545,WOODRUFF COUNTY,NA,NA,NA,NA,4545
0514900000,YELL COUNTY,ARKANSAS,AR,10382,YELL COUNTY,NA,NA,NA,NA,10382
0600100000,ALAMEDA COUNTY,CALIFORNIA,CA,1084410,ALAMEDA COUNTY,NA,NA,NA,NA,1084410
0600300000,ALPINE COUNTY,CALIFORNIA,CA,982,ALPINE COUNTY,NA,NA,NA,NA,982
0600500000,AMADOR COUNTY,CALIFORNIA,CA,29251,AMADOR COUNTY,NA,NA,NA,NA,29251
0600700000,BUTTE COUNTY,CALIFORNIA,CA,148013,BUTTE COUNTY,NA,NA,NA,NA,148013
0600900000,CALAVERAS COUNTY,CALIFORNIA,CA,36532,CALAVERAS COUNTY,NA,NA,NA,NA,36532
0601100000,COLUSA COUNTY,CALIFORNIA,CA,10070,COLUSA COUNTY,NA,NA,NA,NA,10070
0601300000,CONTRA COSTA COUNTY,CALIFORNIA,CA,735818,CONTRA COSTA COUNTY,NA,NA,NA,NA,735818
0601500000,DEL NORTE COUNTY,CALIFORNIA,CA,17789,DEL NORTE COUNTY,NA,NA,NA,NA,17789
0601700000,EL DORADO COUNTY,CALIFORNIA,CA,147198,EL DORADO COUNTY,NA,NA,NA,NA,147198
0601900000,FRESNO COUNTY,CALIFORNIA,CA,573873,FRESNO COUNTY,NA,NA,NA,NA,573873
0602100000,GLENN COUNTY,CALIFORNIA,CA,15025,GLENN COUNTY,NA,NA,NA,NA,15025
0602300000,HUMBOLDT COUNTY,CALIFORNIA,CA,102265,HUMBOLDT COUNTY,NA,NA,NA,NA,102265
0602500000,IMPERIAL COUNTY,CALIFORNIA,CA,108397,IMPERIAL COUNTY,NA,NA,NA,NA,108397
0602700000,INYO COUNTY,CALIFORNIA,CA,12037,INYO COUNTY,NA,NA,NA,NA,12037
0602900000,KERN COUNTY,CALIFORNIA,CA,477886,KERN COUNTY,NA,NA,NA,NA,477886
0603100000,KINGS COUNTY,CALIFORNIA,CA,69084,KINGS COUNTY,NA,NA,NA,NA,69084
0603300000,LAKE COUNTY,CALIFORNIA,CA,46177,LAKE COUNTY,NA,NA,NA,NA,46177
0603500000,LASSEN COUNTY,CALIFORNIA,CA,15414,LASSEN COUNTY,NA,NA,NA,NA,15414
0603700000,LOS ANGELES COUNTY,CALIFORNIA,CA,7122542,LOS ANGELES COUNTY,NA,NA,NA,NA,7122542
0603900000,MADERA COUNTY,CALIFORNIA,CA,80595,MADERA COUNTY,NA,NA,NA,NA,80595
0604100000,MARIN COUNTY,CALIFORNIA,CA,188059,MARIN COUNTY,NA,NA,NA,NA,188059
0604300000,MARIPOSA COUNTY,CALIFORNIA,CA,12946,MARIPOSA COUNTY,NA,NA,NA,NA,12946
0604500000,MENDOCINO COUNTY,CALIFORNIA,CA,56493,MENDOCINO COUNTY,NA,NA,NA,NA,56493
0604700000,MERCED COUNTY,CALIFORNIA,CA,144364,MERCED COUNTY,NA,NA,NA,NA,144364
0604900000,MODOC COUNTY,CALIFORNIA,CA,6751,MODOC COUNTY,NA,NA,NA,NA,6751
0605100000,MONO COUNTY,CALIFORNIA,CA,8788,MONO COUNTY,NA,NA,NA,NA,8788
0605300000,MONTEREY COUNTY,CALIFORNIA,CA,226045,MONTEREY COUNTY,NA,NA,NA,NA,226045
0605500000,NAPA COUNTY,CALIFORNIA,CA,88300,NAPA COUNTY,NA,NA,NA,NA,88300
0605700000,NEVADA COUNTY,CALIFORNIA,CA,84137,NEVADA COUNTY,NA,NA,NA,NA,84137
0605900000,ORANGE COUNTY,CALIFORNIA,CA,2061672,ORANGE COUNTY,NA,NA,NA,NA,2061672
0606100000,PLACER COUNTY,CALIFORNIA,CA,290409,PLACER COUNTY,NA,NA,NA,NA,290409
0606300000,PLUMAS COUNTY,CALIFORNIA,CA,13704,PLUMAS COUNTY,NA,NA,NA,NA,13704
0606500000,RIVERSIDE COUNTY,CALIFORNIA,CA,1463308,RIVERSIDE COUNTY,NA,NA,NA,NA,1463308
0606700000,SACRAMENTO COUNTY,CALIFORNIA,CA,1049495,SACRAMENTO COUNTY,NA,NA,NA,NA,1049495
0606900000,SAN BENITO COUNTY,CALIFORNIA,CA,38975,SAN BENITO COUNTY,NA,NA,NA,NA,38975
0607100000,SAN BERNARDINO COUNTY,CALIFORNIA,CA,1294038,SAN BERNARDINO COUNTY,NA,NA,NA,NA,1294038
0607300000,SAN DIEGO COUNTY,CALIFORNIA,CA,2437272,SAN DIEGO COUNTY,NA,NA,NA,NA,2437272
0607500000,SAN FRANCISCO COUNTY,CALIFORNIA,CA,616670,SAN FRANCISCO COUNTY,NA,NA,NA,NA,616670
0607700000,SAN JOAQUIN COUNTY,CALIFORNIA,CA,416153,SAN JOAQUIN COUNTY,NA,NA,NA,NA,416153
0607900000,SAN LUIS OBISPO COUNTY,CALIFORNIA,CA,204736,SAN LUIS OBISPO COUNTY,NA,NA,NA,NA,204736
0608100000,SAN MATEO COUNTY,CALIFORNIA,CA,554665,SAN MATEO COUNTY,NA,NA,NA,NA,554665
0608300000,SANTA BARBARA COUNTY,CALIFORNIA,CA,268594,SANTA BARBARA COUNTY,NA,NA,NA,NA,268594
0608500000,SANTA CLARA COUNTY,CALIFORNIA,CA,1243464,SANTA CLARA COUNTY,NA,NA,NA,NA,1243464
0608700000,SANTA CRUZ COUNTY,CALIFORNIA,CA,210731,SANTA CRUZ COUNTY,NA,NA,NA,NA,210731
0608900000,SHASTA COUNTY,CALIFORNIA,CA,136598,SHASTA COUNTY,NA,NA,NA,NA,136598
0609100000,SIERRA COUNTY,CALIFORNIA,CA,2472,SIERRA COUNTY,NA,NA,NA,NA,2472
0609300000,SISKIYOU COUNTY,CALIFORNIA,CA,35949,SISKIYOU COUNTY,NA,NA,NA,NA,35949
0609500000,SOLANO COUNTY,CALIFORNIA,CA,338764,SOLANO COUNTY,NA,NA,NA,NA,338764
0609700000,SONOMA COUNTY,CALIFORNIA,CA,300586,SONOMA COUNTY,NA,NA,NA,NA,300586
0609900000,STANISLAUS COUNTY,CALIFORNIA,CA,356744,STANISLAUS COUNTY,NA,NA,NA,NA,356744
0610100000,SUTTER COUNTY,CALIFORNIA,CA,58285,SUTTER COUNTY,NA,NA,NA,NA,58285
0610300000,TEHAMA COUNTY,CALIFORNIA,CA,40241,TEHAMA COUNTY,NA,NA,NA,NA,40241
0610500000,TRINITY COUNTY,CALIFORNIA,CA,8948,TRINITY COUNTY,NA,NA,NA,NA,8948
0610700000,TULARE COUNTY,CALIFORNIA,CA,230719,TULARE COUNTY,NA,NA,NA,NA,230719
0610900000,TUOLUMNE COUNTY,CALIFORNIA,CA,37998,TUOLUMNE COUNTY,NA,NA,NA,NA,37998
0611100000,VENTURA COUNTY,CALIFORNIA,CA,594523,VENTURA COUNTY,NA,NA,NA,NA,594523
0611300000,YOLO COUNTY,CALIFORNIA,CA,149469,YOLO COUNTY,NA,NA,NA,NA,149469
0611500000,YUBA COUNTY,CALIFORNIA,CA,53193,YUBA COUNTY,NA,NA,NA,NA,53193
0800100000,ADAMS COUNTY,COLORADO,CO,316308,ADAMS COUNTY,NA,NA,NA,NA,316308
0800300000,ALAMOSA COUNTY,COLORADO,CO,10936,ALAMOSA COUNTY,NA,NA,NA,NA,10936
0800500000,ARAPAHOE COUNTY,COLORADO,CO,459641,ARAPAHOE COUNTY,NA,NA,NA,NA,459641
0800700000,ARCHULETA COUNTY,COLORADO,CO,12024,ARCHULETA COUNTY,NA,NA,NA,NA,12024
0800900000,BACA COUNTY,COLORADO,CO,2965,BACA COUNTY,NA,NA,NA,NA,2965
0801100000,BENT COUNTY,COLORADO,CO,3339,BENT COUNTY,NA,NA,NA,NA,3339
0801300000,BOULDER COUNTY,COLORADO,CO,254616,BOULDER COUNTY,NA,NA,NA,NA,254616
0801400000,BROOMFIELD COUNTY,COLORADO,CO,57100,BROOMFIELD COUNTY,NA,NA,NA,NA,57100
0801500000,CHAFFEE COUNTY,COLORADO,CO,17052,CHAFFEE COUNTY,NA,NA,NA,NA,17052
0801700000,CHEYENNE COUNTY,COLORADO,CO,1428,CHEYENNE COUNTY,NA,NA,NA,NA,1428
0801900000,CLEAR CREEK COUNTY,COLORADO,CO,8594,CLEAR CREEK COUNTY,NA,NA,NA,NA,8594
0802100000,CONEJOS COUNTY,COLORADO,CO,5570,CONEJOS COUNTY,NA,NA,NA,NA,5570
0802300000,COSTILLA COUNTY,COLORADO,CO,3026,COSTILLA COUNTY,NA,NA,NA,NA,3026
0802500000,CROWLEY COUNTY,COLORADO,CO,2361,CROWLEY COUNTY,NA,NA,NA,NA,2361
0802700000,CUSTER COUNTY,COLORADO,CO,4469,CUSTER COUNTY,NA,NA,NA,NA,4469
0802900000,DELTA COUNTY,COLORADO,CO,23861,DELTA COUNTY,NA,NA,NA,NA,23861
0803100000,DENVER COUNTY,COLORADO,CO,522663,DENVER COUNTY,NA,NA,NA,NA,522663
0803300000,DOLORES COUNTY,COLORADO,CO,1915,DOLORES COUNTY,NA,NA,NA,NA,1915
0803500000,DOUGLAS COUNTY,COLORADO,CO,277366,DOUGLAS COUNTY,NA,NA,NA,NA,277366
0803700000,EAGLE COUNTY,COLORADO,CO,38014,EAGLE COUNTY,NA,NA,NA,NA,38014
0803900000,ELBERT COUNTY,COLORADO,CO,22676,ELBERT COUNTY,NA,NA,NA,NA,22676
0804100000,EL PASO COUNTY,COLORADO,CO,516745,EL PASO COUNTY,NA,NA,NA,NA,516745
0804300000,FREMONT COUNTY,COLORADO,CO,33168,FREMONT COUNTY,NA,NA,NA,NA,33168
0804500000,GARFIELD COUNTY,COLORADO,CO,40723,GARFIELD COUNTY,NA,NA,NA,NA,40723
0804700000,GILPIN COUNTY,COLORADO,CO,5656,GILPIN COUNTY,NA,NA,NA,NA,5656
0804900000,GRAND COUNTY,COLORADO,CO,13198,GRAND COUNTY,NA,NA,NA,NA,13198
0805100000,GUNNISON COUNTY,COLORADO,CO,14479,GUNNISON COUNTY,NA,NA,NA,NA,14479
0805300000,HINSDALE COUNTY,COLORADO,CO,793,HINSDALE COUNTY,NA,NA,NA,NA,793
